ADDRESS,INTERSECTION,RECORDUDATE,RECORD_TIME,VEHICLE_TYPE,LICENSE,STATE,COUNTY,TRACT,BLOCK_GROUP
3600 N CENTRAL AVENUE,CENTRAL AND ADDISON,7/13/2014,16:42:02,police,GYL-106,17,031,150600,2
6400 W DEVON AVENUE,MILWAUKEE AND DEVON,7/25/2014,20:03:37,sedan,FRH-918,17,031,100200,1
5200 W MADISON STREET,LARAMIE AND MADISON,9/24/2014,05:45:29,police,ZTG-545,17,031,251900,2
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,10/12/2014,22:01:42,truck,FTA-426,17,031,190401,2
100 N CICERO AVENUE,CICERO AND WASHINGTON,7/6/2014,01:33:43,suv,NON-403,17,031,251800,4
2400 W 71ST STREET,WESTERN AND 71ST,9/24/2014,17:52:00,ambulance,TGO-627,17,031,660900,2
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,8/4/2014,17:48:19,ambulance,ATZ-986,17,031,090100,2
7900 S STONEY ISLAND,STONEY ISLAND AND 79TH,8/23/2014,10:42:24,truck,EOO-461,17,031,834300,6
2400 W CHICAGO AVE,WESTERN AND CHICAGO,10/11/2014,07:45:53,truck,EDH-436,17,031,242500,2
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,10/15/2014,13:01:01,suv,AAU-504,17,031,081403,1
2800 N PULASKI ROAD,PULASKI AND DIVERSEY,7/23/2014,22:06:13,emergency,JJN-493,17,031,210400,2
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,9/14/2014,02:01:33,sedan,IDO-016,17,031,160502,2
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,8/19/2014,01:55:54,emergency,BYO-023,17,031,840400,1
2400 W MONTROSE AVENUE,MONTROSE AND WESTERN,7/5/2014,19:30:59,sedan,VUP-108,17,031,040800,1
3200 N CENTRAL AVENUE,CENTRAL AND BELMONT,9/26/2014,03:47:12,sedan,BMP-760,17,031,151200,2
4800 W FULLERTON AVE,CICERO AND FULLERTON,9/16/2014,22:53:29,truck,SFJ-954,17,031,190800,3
2400 W FOSTER AVE,WESTERN AND FOSTER,8/29/2014,14:05:15,ambulance,DIO-496,17,031,040201,1
5200 N NAGLE,FOSTER AND NAGLE,9/28/2014,01:36:39,sedan,ABY-251,17,031,100600,2
7900 S HALSTED STREET,79TH AND HALSTED,10/3/2014,09:53:13,suv,PGP-387,17,031,710800,1
3000 W CHICAGO AVENUE,SACRAMENTO AND CHICAGO,9/2/2014,19:45:18,ambulance,FGK-191,17,031,836600,1
6300 S STATE ST,63RD AND STATE,9/7/2014,19:44:00,truck,HET-722,17,031,842500,1
4800 N ASHLAND AVENUE,ASHLAND AND LAWRENCE,7/2/2014,10:03:19,ambulance,ORK-994,17,031,031000,3
3200 W 47TH ST,KEDZIE AND 47TH,8/15/2014,04:26:51,sedan,RDH-219,17,031,580400,3
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,8/30/2014,22:14:05,suv,MBN-163,17,031,430200,5
5600 W ADDISON STREET,CENTRAL AND ADDISON,8/28/2014,00:49:56,suv,BAI-090,17,031,150600,2
400 W BELMONT AVE,LAKE SHORE DR AND BELMONT,9/14/2014,22:47:57,police,FTI-660,17,031,061902,1
1300 W IRVING PARK ROAD,CLARK AND IRVING PARK,10/7/2014,02:59:20,ambulance,CBU-788,17,031,830700,1
2400 W 63RD ST,WESTERN AND 63RD,8/28/2014,14:05:45,sedan,MPL-438,17,031,835000,2
4000 N PULASKI ROAD,PULASKI AND IRVING PARK,7/29/2014,21:22:53,police,YGH-374,17,031,160300,2
400 N LASALLE,LASALLE AND KINZIE,10/10/2014,00:21:41,ambulance,MSO-020,17,031,081700,2
2400 N WESTERN AVENUE,WESTERN AND FULLERTON,9/11/2014,03:54:15,emergency,ZUV-807,17,031,830900,2
2800 N WESTERN AVENUE,DIVERSEY AND WESTERN,7/9/2014,18:52:24,police,PAB-190,17,031,210900,2
3100 S KEDZIE AVENUE,KEDZIE AND 31ST,9/22/2014,08:47:29,emergency,RYS-712,17,031,830500,3
5600 W LAKE STREET,CENTRAL AND LAKE,8/6/2014,17:05:54,suv,IKD-479,17,031,251400,4
2800 N WESTERN AVENUE,DIVERSEY AND WESTERN,9/30/2014,08:04:42,suv,GCT-190,17,031,210900,2
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,9/15/2014,17:58:06,sedan,DKM-230,,,,
11100 S HALSTED ST,111TH AND HALSTED,8/22/2014,15:20:19,police,MRU-776,17,031,750600,1
4800 W DIVERSEY AVENUE,CICERO AND DIVERSEY,7/17/2014,12:08:49,sedan,UFF-504,17,031,190200,4
1600 W 95TH STREET,ASHLAND AND 95TH,9/17/2014,08:39:28,emergency,FUS-467,17,031,730300,1
7900 S SOUTH CHICAGO AVE,STONEY ISLAND AND 79TH,9/17/2014,17:31:41,suv,SVG-322,17,031,450300,1
3200 N KEDZIE AVE,BELMONT AND KEDZIE,9/9/2014,09:45:28,police,MMJ-060,17,031,831100,1
3400 W DIVERSEY AVENUE,KIMBALL AND DIVERSEY,9/8/2014,10:16:19,truck,MKC-273,17,031,210602,2
3200 W 63RD ST,KEDZIE AND 63RD,10/13/2014,00:06:17,emergency,ZOG-925,17,031,660400,2
3000 W CHICAGO AVENUE,SACRAMENTO AND CHICAGO,7/27/2014,06:15:08,police,GEL-094,17,031,836600,1
2200 S WESTERN AVENUE,WESTERN AND CERMAK,7/22/2014,03:23:39,truck,PZJ-361,17,031,841300,2
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,10/7/2014,15:34:12,truck,MNT-532,17,031,832300,1
4932 W FOSTER AVENUE,ELSTON AND FOSTER,8/3/2014,14:22:06,emergency,RIU-606,17,031,120400,2
11100 S VINCENNES AVE,VINCENNES AND 111TH,10/1/2014,09:47:11,emergency,LNF-117,17,031,750200,2
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,7/29/2014,22:39:10,suv,FDI-752,17,031,840400,1
3600 N CICERO AVENUE,CICERO AND ADDISON,7/19/2014,15:33:14,suv,HBU-850,17,031,150800,3
1300 W IRVING PARK ROAD,CLARK AND IRVING PARK,8/1/2014,15:30:13,emergency,CJF-414,17,031,830700,1
5600 W IRVING PARK ROAD,CENTRAL AND IRVING PARK,10/12/2014,10:14:27,police,FGR-140,17,031,150402,1
1300 W IRVING PARK ROAD,CLARK AND IRVING PARK,7/29/2014,23:05:41,truck,GLC-567,17,031,830700,1
3400 W NORTH AVE,HOMAN/KIMBALL AND NORTH,7/28/2014,12:42:06,sedan,RFM-228,17,031,230200,1
200 W GARFIELD BLVD,WENTWORTH AND GARFIELD,8/16/2014,20:16:36,ambulance,EDH-929,17,031,835600,2
1200 S CANAL STREET,CANAL AND ROOSEVELT,8/17/2014,10:08:19,ambulance,GTR-208,17,031,841900,2
8700 S LAFAYETTE AVEN,LAFAYETTE AND 87TH,7/17/2014,23:47:30,emergency,MNM-116,17,031,842400,1
0 S CENTRAL AVENUE,MADISON AND CENTRAL,12/6/2014,00:02:20,police,EGE-034,,,,
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,8/23/2014,07:16:41,emergency,CVM-751,17,031,832300,1
5500 S WESTERN AVE,55TH AND WESTERN,8/31/2014,16:53:35,emergency,IUE-645,17,031,835100,1
6200 N LINCOLN AVENUE,LINCOLN AND MCCORMICK,7/15/2014,01:10:51,ambulance,SUB-781,17,031,130100,3
8700 S ASHLAND AVE,ASHLAND AND 87TH,8/5/2014,14:07:19,truck,EZN-789,17,031,711300,1
4200 S CICERO AVENUE,CICERO AND I55,9/4/2014,15:43:08,police,GNU-771,17,031,560100,1
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,7/16/2014,13:31:36,truck,TCM-795,17,031,611300,1
3200 N PULASKI RD,PULASKI AND BELMONT,7/26/2014,05:48:36,sedan,LOF-414,17,031,161300,2
1 E 75TH STREET,75TH AND STATE,10/10/2014,01:54:53,ambulance,LCO-595,17,031,691300,1
4400 W ROOSEVELT,ROOSEVELT AND KOSTNER,7/29/2014,04:49:02,truck,PBL-670,17,031,843000,2
800 N WESTERN AVE,WESTERN AND CHICAGO,7/11/2014,11:59:01,police,EKG-305,17,031,242500,2
5500 S ASHLAND AVENUE,GARFIELD AND ASHLAND,10/9/2014,09:35:01,sedan,YJF-374,17,031,670300,2
4000 W ROOSEVELT ROAD,ROOSEVELT AND PULASKI,8/19/2014,00:45:02,police,KNK-665,17,031,843000,2
7200 W BELMONT AVE,HARLEM AND BELMONT,8/19/2014,17:41:40,police,GJV-345,17,031,170800,1
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,9/24/2014,22:36:13,police,YJT-176,17,031,140400,4
4800 N PULASKI ROAD,PULASKI AND LAWRENCE,9/6/2014,20:18:13,truck,KYJ-289,17,031,140400,1
500 W ROOSEVELT ROAD,CANAL AND ROOSEVELT,9/28/2014,00:05:38,sedan,KGR-229,17,031,841900,2
3600 N CICERO AVENUE,CICERO AND ADDISON,7/15/2014,00:40:06,truck,EUO-208,17,031,150800,3
1 E 63RD ST,63RD AND STATE,10/6/2014,03:53:37,sedan,HNV-048,17,031,842500,1
5000 S ARCHER AVE,PULASKI AND ARCHER,9/17/2014,23:41:00,sedan,FFC-730,17,031,570300,2
8700 S LAFAYETTE AVEN,LAFAYETTE AND 87TH,10/15/2014,11:38:55,police,CNJ-934,17,031,842400,1
400 N CENTRAL AVENUE,CENTRAL AND LAKE,8/2/2014,20:07:44,sedan,BSC-204,17,031,251400,4
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,10/6/2014,08:27:26,police,IKY-978,,,,
7900 S STATE STREET,STATE AND 79TH,10/8/2014,16:38:36,emergency,EMF-927,17,031,842400,2
2000 W DIVISION,DIVISION AND DAMEN,8/2/2014,17:17:53,truck,ZCD-206,17,031,241400,4
4700 S WESTERN AVENUE,4700 WESTERN,9/24/2014,07:40:36,ambulance,HYT-392,17,031,842800,4
2400 N WESTERN AVENUE,WESTERN AND FULLERTON,10/7/2014,07:43:14,truck,DOO-002,17,031,830900,2
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,12/7/2014,18:57:15,suv,IFM-614,,,,
5600 W BELMONT AVENUE,CENTRAL AND BELMONT,8/29/2014,08:51:43,sedan,ASG-150,17,031,151200,2
5000 S ARCHER AVE,PULASKI AND ARCHER,9/25/2014,16:13:13,sedan,ESC-564,17,031,570300,2
300 N HAMLIN AVENUE,HAMLIN AND LAKE,9/10/2014,06:39:13,emergency,SJT-541,17,031,260100,1
5200 W MADISON STREET,LARAMIE AND MADISON,7/26/2014,13:17:07,police,PDL-151,17,031,251900,2
6000 N CICERO AVENUE,CICERO AND PETERSON,9/4/2014,16:16:14,emergency,FKA-625,17,031,120200,4
9500 S HALSTED STREET,HALSTED AND 95TH,8/30/2014,06:27:38,ambulance,KFU-441,17,031,730400,1
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,9/27/2014,03:13:33,suv,TDV-347,,,,
5600 W LAKE STREET,CENTRAL AND LAKE,9/6/2014,01:37:18,truck,JFZ-224,17,031,251400,4
2800 W DEVON AVENUE,CALIFORNIA AND DEVON,9/28/2014,23:53:13,emergency,FDK-868,17,031,020601,3
7100 S KEDZIE AVENUE,KEDZIE AND 71ST,9/29/2014,19:45:27,suv,YJZ-956,17,031,661100,4
500 W ROOSEVELT ROAD,CANAL AND ROOSEVELT,7/19/2014,23:51:31,suv,OPG-183,17,031,841900,2
2348 S KOSTNER AVENUE,OGDEN AND KOSTNER,8/27/2014,04:16:22,emergency,JIN-770,17,031,843400,1
3600 N WESTERN AVENUE,WESTERN AND ADDISON,7/7/2014,23:50:31,ambulance,AEK-803,17,031,843700,1
7900 S STONEY ISLAND,STONEY ISLAND AND 79TH,8/30/2014,02:38:00,emergency,TKU-304,17,031,834300,6
4800 N ELSTON AVENUE,ELSTON AND LAWRENCE,7/20/2014,09:39:47,truck,VGU-235,17,031,160100,1
2400 N CICERO AVE,CICERO AND FULLERTON,8/11/2014,20:17:17,sedan,OYM-521,17,031,190800,3
1600 W CORTLAND ST,CORTLAND AND ASHLAND,8/18/2014,01:24:54,sedan,ABI-608,17,031,832300,1
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,8/12/2014,14:44:19,truck,CNR-054,,,,
5600 W LAKE STREET,CENTRAL AND LAKE,7/4/2014,17:44:33,emergency,RUJ-985,17,031,251400,4
7100 S COTTAGE GROVE,COTTAGE GROVE AND 71ST,7/13/2014,08:27:35,truck,SUU-490,17,031,690900,1
2400 W 55TH STREET,55TH AND WESTERN,8/3/2014,00:19:18,police,MZJ-912,17,031,630500,2
4000 N AUSTIN AVENUE,AUSTIN AND IRVING PARK,8/25/2014,05:30:32,ambulance,CII-676,17,031,150502,2
6400 N WESTERN AVENUE,WESTERN AND DEVON,7/29/2014,05:24:22,suv,VUD-075,17,031,020602,2
4000 N ELSTON AVENUE,ELSTON AND IRVING PARK,8/29/2014,13:37:51,truck,RRK-947,17,031,160900,1
3216 W ADDISON ST,ELSTON AND ADDISON,8/4/2014,20:23:11,suv,FAF-344,17,031,160800,2
2800 N ASHLAND AVENUE,ASHLAND AND DIVERSEY,9/1/2014,21:47:37,ambulance,PEU-920,17,031,062600,1
7900 S STONEY ISLAND,STONEY ISLAND AND 79TH,8/8/2014,17:25:56,police,AMI-683,17,031,834300,6
3600 N WESTERN AVENUE,WESTERN AND ADDISON,9/4/2014,07:17:21,emergency,VHJ-795,17,031,843700,1
4800 N PULASKI ROAD,PULASKI AND LAWRENCE,9/1/2014,18:16:26,police,SII-754,17,031,140400,1
8700 S ASHLAND AVE,ASHLAND AND 87TH,9/9/2014,15:18:45,suv,POZ-540,17,031,711300,1
6300 S KEDZIE AVE,KEDZIE AND 63RD,8/8/2014,00:17:00,emergency,NKV-756,17,031,660500,1
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,8/2/2014,17:09:57,sedan,HPY-149,17,031,160502,2
2000 W FULLERTON AVE,DAMEN AND FULLERTON,7/4/2014,11:45:35,police,JUK-574,17,031,830900,1
2000 W DIVISION,DIVISION AND DAMEN,8/22/2014,18:01:09,police,CDC-555,17,031,241400,4
150 N SACRAMENTO BOUL,SACRAMENTO AND LAKE,7/16/2014,23:42:19,ambulance,DJA-256,17,031,837100,1
2400 W ADDISON,WESTERN AND ADDISON,7/28/2014,00:20:00,emergency,ZAP-930,17,031,843700,1
4000 W CHICAGO AVENUE,PULASKI AND CHICAGO,9/3/2014,14:52:44,truck,TUS-054,17,031,842100,5
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,8/3/2014,22:20:03,emergency,HMP-571,17,031,081403,1
5500 S KEDZIE AVENUE,55TH AND KEDZIE,9/19/2014,23:06:43,emergency,KVN-600,17,031,630900,1
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,10/4/2014,09:33:03,suv,VTJ-897,17,031,140400,4
5200 N BROADWAY ST,FOSTER AND BROADWAY,9/7/2014,12:34:39,police,OVN-884,17,031,030800,4
300 N HAMLIN AVENUE,HAMLIN AND LAKE,9/4/2014,09:58:25,ambulance,JKC-387,17,031,260100,1
6400 N MILWAUKEE AVEN,MILWAUKEE AND DEVON,10/3/2014,00:10:39,sedan,CLE-389,17,031,100200,1
1 E 75TH STREET,75TH AND STATE,9/29/2014,13:12:26,sedan,OSU-620,17,031,691300,1
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,9/24/2014,05:01:56,police,NBI-366,,,,
2600 S KEDZIE AVENUE,KEDZIE AND 26TH,10/15/2014,03:28:38,truck,OBV-704,17,031,840800,1
2800 W PETERSON AVENUE,CALIFORNIA AND PETERSON,8/14/2014,10:47:18,police,FYD-245,17,031,020702,3
6700 S STONY ISLAND A,STONY ISLAND/CORNELL AND 67TH,7/19/2014,09:48:08,emergency,AEZ-402,17,031,430300,1
400 S WESTERN AVENUE,VAN BUREN AND WESTERN,8/1/2014,05:14:20,police,GMI-228,17,031,282700,2
5000 S ARCHER AVE,PULASKI AND ARCHER,7/4/2014,15:03:00,truck,ORU-392,17,031,570300,2
6800 N WESTERN AVENUE,WESTERN AND PRATT,9/22/2014,07:28:36,police,APB-189,17,031,020302,3
2400 W 63RD ST,WESTERN AND 63RD,9/16/2014,20:53:09,emergency,CTP-943,17,031,835000,2
1600 E 83RD STREET,83RD AND STONY ISLAND,7/3/2014,17:50:33,police,KTT-953,17,031,450300,1
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,12/15/2014,06:09:59,ambulance,ZOS-954,,,,
4400 W NORTH,KOSTNER AND NORTH,7/14/2014,13:41:46,police,CPU-221,17,031,230500,2
5200 N NAGLE,FOSTER AND NAGLE,8/31/2014,11:32:26,truck,UBH-137,17,031,100600,2
1 S HALSTED STREET,HALSTED AND MADISON,8/24/2014,19:24:59,emergency,PKH-107,17,031,281900,3
4400 N MILWAUKEE AVEN,MILWAUKEE AND MONTROSE,9/30/2014,17:02:54,police,AUG-569,17,031,150200,2
6400 W FOSTER,FOSTER AND NAGLE,7/8/2014,23:46:59,suv,ABM-496,17,031,100600,2
8300 S STONY ISLAND A,83RD AND STONY ISLAND,9/20/2014,11:02:44,suv,CDT-509,17,031,834300,3
400 N LASALLE,LASALLE AND KINZIE,7/31/2014,20:32:29,police,ABM-759,17,031,081700,2
2200 S PULASKI,CERMAK AND PULASKI,8/28/2014,09:52:50,ambulance,OUY-760,17,031,843400,1
2400 W LAWRENCE AVENUE,LAWRENCE AND WESTERN,10/4/2014,08:27:18,police,NUK-433,17,031,040201,1
5500 S PULASKI,55TH and PULASKI,7/27/2014,18:24:48,ambulance,GNI-757,17,031,620300,1
6400 W IRVING PK,IRVING PARK AND NARRAGANSETT,10/5/2014,03:46:56,suv,FCI-639,17,031,170100,1
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,7/22/2014,00:19:00,police,DZS-131,17,031,140400,4
100 N CICERO AVENUE,CICERO AND WASHINGTON,8/11/2014,10:56:40,truck,PMN-285,17,031,251800,4
2400 W LAWRENCE AVENUE,LAWRENCE AND WESTERN,9/29/2014,04:23:58,ambulance,RNC-449,17,031,040201,1
7900 S WESTERN AVE,WESTERN AND 79TH,7/26/2014,04:37:45,police,PIU-176,17,031,700501,1
6400 N SHERIDAN ROAD,BROADWAY/SHERIDAN AND DEVON,8/18/2014,00:12:55,truck,MLG-765,17,031,010503,1
800 W 119TH STREET,119TH AND HALSTED,7/13/2014,10:49:18,sedan,HHC-337,17,031,530300,1
4000 W ARMITAGE AVENUE,PULASKI AND ARMITAGE,10/9/2014,05:43:37,truck,MII-720,17,031,200402,1
800 W NORTH AVENUE,HALSTED AND NORTH,9/26/2014,09:55:02,police,ECM-128,17,031,832600,1
6400 N CALIFORNIA AVE,CALIFORNIA AND DEVON,9/26/2014,10:23:52,sedan,DYH-075,17,031,020601,3
4400 W NORTH,KOSTNER AND NORTH,10/14/2014,14:34:37,emergency,ANO-605,17,031,230500,2
2400 N LARAMIE AVENUE,LARAMIE AND FULLERTON,7/30/2014,06:40:31,sedan,ZAL-662,17,031,190702,3
2400 W 55TH STREET,55TH AND WESTERN,8/26/2014,20:18:56,police,YPY-048,17,031,630500,2
5600 W FULLERTON AVENU,CENTRAL AND FULLERTON,9/11/2014,16:11:12,ambulance,TDP-968,17,031,190602,2
7900 S HALSTED STREET,79TH AND HALSTED,9/8/2014,00:34:49,suv,UYE-077,17,031,710800,1
11100 S VINCENNES AVE,VINCENNES AND 111TH,7/12/2014,20:22:09,truck,HSR-175,17,031,750200,2
3100 S ASHLAND AVENUE,ASHLAND AND ARCHER,7/20/2014,13:17:45,emergency,BGU-568,17,031,840400,1
400 N CENTRAL AVENUE,CENTRAL AND LAKE,10/2/2014,12:41:36,police,JAD-112,17,031,251400,4
4800 W FULLERTON AVE,CICERO AND FULLERTON,7/26/2014,23:58:21,police,UTU-082,17,031,190800,3
4400 W NORTH,KOSTNER AND NORTH,10/15/2014,08:22:56,suv,IHO-116,17,031,230500,2
3600 N AUSTIN AVENUE,AUSTIN AND ADDISON,7/10/2014,07:23:57,truck,HSB-691,17,031,170200,2
7100 S COTTAGE GROVE,COTTAGE GROVE AND 71ST,9/24/2014,08:36:10,ambulance,OHH-130,17,031,690900,1
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,10/3/2014,06:56:50,police,MHD-925,,,,
2400 N WESTERN AVENUE,WESTERN AND FULLERTON,7/1/2014,12:24:30,emergency,ZNV-385,17,031,830900,2
5200 N NAGLE,FOSTER AND NAGLE,9/2/2014,18:07:00,suv,ZUR-332,17,031,100600,2
9500 S HALSTED STREET,HALSTED AND 95TH,8/21/2014,02:06:48,police,JVS-195,17,031,730400,1
4000 N AUSTIN AVENUE,AUSTIN AND IRVING PARK,9/30/2014,01:23:55,emergency,RYU-870,17,031,150502,2
5200 N BROADWAY ST,FOSTER AND BROADWAY,9/26/2014,23:25:22,emergency,IHS-096,17,031,030800,4
4400 N WESTERN AVENUE,MONTROSE AND WESTERN,7/29/2014,18:39:34,ambulance,KZR-381,17,031,040800,1
2000 W FULLERTON AVE,DAMEN AND FULLERTON,9/1/2014,12:23:29,sedan,KUY-662,17,031,830900,1
0 N ASHLAND AVE,ASHLAND AND MADISON,9/27/2014,11:22:33,sedan,MLG-242,,,,
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,10/6/2014,06:50:37,emergency,LGK-210,17,031,140400,4
6400 N SHERIDAN ROAD,BROADWAY/SHERIDAN AND DEVON,9/8/2014,16:59:42,truck,KMY-837,17,031,010503,1
3400 W NORTH AVE,HOMAN/KIMBALL AND NORTH,10/7/2014,18:23:41,police,DHN-660,17,031,230200,1
2000 N WESTERN AVENUE,WESTERN AND ARMITAGE,7/6/2014,07:21:10,sedan,NGC-186,17,031,221500,1
100 W CHICAGO AVENUE,CHICAGO AND CLARK,9/19/2014,23:22:46,ambulance,YAN-282,17,031,081000,5
2000 N KEDZIE AVENUE,KEDZIE AND ARMITAGE,9/9/2014,15:20:07,police,POI-956,17,031,221100,2
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,10/8/2014,04:27:22,police,TNZ-599,17,031,834200,4
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,9/5/2014,17:52:08,police,ZUH-988,17,031,030604,3
1 E 79TH STREET,STATE AND 79TH,7/12/2014,15:17:10,police,OTF-847,17,031,440300,5
3216 W ADDISON ST,ELSTON AND ADDISON,10/4/2014,07:47:46,truck,YGK-080,17,031,160800,2
8300 S STONY ISLAND A,83RD AND STONY ISLAND,9/24/2014,08:43:37,emergency,MCP-763,17,031,834300,3
2400 N CICERO AVE,CICERO AND FULLERTON,8/23/2014,07:02:33,emergency,GJY-121,17,031,190800,3
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,9/4/2014,21:15:24,ambulance,HTC-994,17,031,081403,1
7100 S COTTAGE GROVE,COTTAGE GROVE AND 71ST,7/30/2014,18:43:44,truck,EDO-253,17,031,690900,1
7100 S KEDZIE AVENUE,KEDZIE AND 71ST,7/27/2014,14:59:38,truck,KKP-117,17,031,661100,4
1600 E 83RD STREET,83RD AND STONY ISLAND,10/9/2014,18:27:07,suv,TLP-640,17,031,450300,1
6300 S KEDZIE AVE,KEDZIE AND 63RD,8/17/2014,16:29:28,truck,CGE-999,17,031,660500,1
1600 N HALSTED STREET,HALSTED AND NORTH,7/18/2014,21:38:10,ambulance,KJE-632,17,031,832600,1
5600 W IRVING PARK ROAD,CENTRAL AND IRVING PARK,7/18/2014,12:21:32,sedan,UYU-734,17,031,150402,1
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,7/11/2014,14:15:13,police,JPI-122,17,031,090100,2
5100 S WESTERN BLVD,WESTERN AND 51ST,8/16/2014,15:58:06,emergency,OPY-448,17,031,630600,2
1 E 75TH STREET,75TH AND STATE,8/6/2014,18:36:28,suv,SOS-925,17,031,691300,1
2800 N ASHLAND AVENUE,ASHLAND AND DIVERSEY,7/14/2014,20:53:08,ambulance,DIB-174,17,031,062600,1
3500 S WESTERN,35TH AND WESTERN,8/30/2014,00:02:24,sedan,NJA-773,17,031,840300,1
600 S CICERO AVENUE,CICERO AND HARRISON,10/15/2014,06:00:27,truck,UBA-563,17,031,831400,1
800 W 111TH ST,111TH AND HALSTED,8/23/2014,05:49:31,suv,YCZ-456,17,031,750100,1
5000 S ARCHER AVE,PULASKI AND ARCHER,7/14/2014,18:04:47,truck,ENK-750,17,031,570300,2
4800 W NORTH AVENUE,CICERO AND NORTH,7/7/2014,11:23:13,sedan,UCC-060,17,031,250200,2
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,8/4/2014,13:41:53,truck,UUK-990,17,031,030604,3
5200 N NAGLE,FOSTER AND NAGLE,9/27/2014,04:02:09,ambulance,FBE-376,17,031,100600,2
2400 W ADDISON,WESTERN AND ADDISON,9/10/2014,08:44:34,sedan,SAR-968,17,031,843700,1
4200 S CICERO AVENUE,CICERO AND I55,7/23/2014,20:44:12,truck,EPR-211,17,031,560100,1
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,10/1/2014,02:35:41,ambulance,RTG-707,17,031,190401,2
2400 N CICERO AVE,CICERO AND FULLERTON,7/26/2014,13:12:12,police,DLO-215,17,031,190800,3
2000 W FULLERTON AVE,DAMEN AND FULLERTON,9/24/2014,05:50:20,suv,UNI-315,17,031,830900,1
1200 N ASHLAND AVENUE,ASHLAND AND DIVISION,9/3/2014,14:40:29,police,YEK-999,17,031,241400,3
400 S WESTERN AVENUE,VAN BUREN AND WESTERN,8/23/2014,08:48:56,emergency,HPG-713,17,031,282700,2
2000 W DIVERSEY PARKWAY,DAMEN AND DIVERSEY,10/14/2014,14:39:20,truck,KSF-038,17,031,051400,2
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,12/12/2014,01:33:32,police,OZP-128,,,,
2800 W DIVERSEY,CALIFORNIA AND DIVERSEY,9/25/2014,20:52:14,truck,ISI-051,17,031,210800,1
2000 W DIVERSEY PARKWAY,DAMEN AND DIVERSEY,9/27/2014,00:59:18,police,UZB-926,17,031,051400,2
4800 W FULLERTON AVE,CICERO AND FULLERTON,7/8/2014,13:56:30,emergency,YYC-603,17,031,190800,3
6300 S ASHLAND AVE,ASHLAND AND 63RD,7/18/2014,06:43:18,sedan,NGO-997,17,031,671200,1
8300 S HALSTED STREET,HALSTED AND 83RD,8/26/2014,03:31:42,sedan,GFI-648,17,031,711000,2
5700 S CORNELL DRIVE,CORNELL DRIVE AND 57TH,8/3/2014,15:25:28,emergency,KZS-371,17,031,411000,2
7900 S STATE STREET,STATE AND 79TH,7/9/2014,07:43:17,sedan,PZB-674,17,031,842400,2
4800 N ASHLAND AVENUE,ASHLAND AND LAWRENCE,9/17/2014,11:54:47,sedan,PPU-506,17,031,031000,3
4400 W GRAND AVE,KOSTNER AND NORTH,8/5/2014,02:17:42,ambulance,IEY-442,17,031,230500,2
3200 W 71ST STREET,KEDZIE AND 71ST,7/24/2014,08:45:12,emergency,SBT-763,17,031,660900,3
4400 N MILWAUKEE AVEN,MILWAUKEE AND MONTROSE,7/24/2014,10:37:22,police,AZI-547,17,031,150200,2
800 W FULLERTON AVENUE,HALSTED AND FULLERTON,7/17/2014,04:04:00,suv,ZJF-254,17,031,070300,2
9900 S HALSTED ST,99TH AND HALSTED,8/2/2014,18:13:44,suv,NPK-269,17,031,730600,3
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,8/8/2014,20:30:38,ambulance,VPV-761,17,031,081403,1
6400 W FULLERTON AVENU,FULLERTON AND NARRAGANSETT,8/23/2014,01:34:09,suv,FZI-501,17,031,831500,1
